order_id,quantity,qu,region,cost_price,selling_price
135,1,Addy,RAJASTHAN,429.78,4317.87
136,16,Sharyl,TAMIL NADU,457.37,3797.37
137,21,Lian,UP,349.88,4657.99
138,21,Lizzy,TAMIL NADU,313.61,3141.54
139,25,Inesita,UK,494.41,1855.33
140,13,Leland,TAMIL NADU,309.57,3420.57
141,21,Carolin,WB,346.85,871.35
142,13,Roxana,DELHI,467.91,2446.29
143,28,Bernie,UK,455.14,1796.02
144,6,Ahmed,UP,489.0,4917.04
145,19,Fletch,TAMIL NADU,448.82,1134.14
146,14,Peggie,WB,383.46,2617.79
147,4,Krystal,TAMIL NADU,324.15,3313.69
148,3,Clayson,DELHI,454.39,3145.84
149,4,Jock,MAHARASTRA,331.49,3123.38
150,20,Cameron,RAJASTHAN,381.33,615.09
151,4,Aili,MAHARASTRA,394.26,531.17
152,24,Ruthe,UP,307.92,1130.56
153,20,Noah,MAHARASTRA,321.38,4220.89
154,14,Findlay,MAHARASTRA,309.7,2219.95
155,14,Eleanora,TAMIL NADU,328.63,4369.09
156,20,Richart,TAMIL NADU,469.36,4837.53
157,6,Thaddeus,TAMIL NADU,335.73,3199.22
158,0,Gaelan,UP,449.65,2270.29
159,4,Conrad,UP,320.9,3379.48
160,21,Carmon,UK,421.75,4100.35
161,7,Karel,UK,378.19,866.61
162,6,Tobit,UK,388.38,3447.64
163,6,Antonio,DELHI,307.23,2259.57
164,13,Barbette,DELHI,471.88,4438.24
165,26,Ford,UP,399.56,3239.71
166,7,Reina,WB,446.75,1522.3
167,25,Claudette,TAMIL NADU,354.58,1583.48
168,11,Duff,MAHARASTRA,458.7,2755.21
169,25,Brigid,DELHI,326.75,551.66
170,0,Berty,TAMIL NADU,405.97,4857.38
171,7,Ezri,UK,353.11,1384.04
172,12,Arlana,RAJASTHAN,457.23,2955.9
173,26,Nikki,RAJASTHAN,385.1,4610.48
174,7,Manon,UP,479.36,1059.81
175,21,Robby,WB,471.25,1166.99
176,22,Pepita,TAMIL NADU,325.76,2486.01
177,8,Stacy,RAJASTHAN,492.35,4116.43
178,4,Florry,TAMIL NADU,310.16,4009.74
179,2,Doralyn,MAHARASTRA,346.63,3334.35
180,29,Leonie,WB,328.62,3023.71
181,17,Pierce,WB,355.26,4837.82
182,30,Murielle,DELHI,335.82,1657.12
183,5,Maegan,WB,447.1,4358.23
184,15,Arne,MAHARASTRA,492.29,4203.24
185,28,Wandie,TAMIL NADU,399.53,4190.23
186,21,Galven,UK,391.36,3219.18
187,29,Chico,RAJASTHAN,408.38,3349.67
188,1,Kacey,RAJASTHAN,446.27,1934.96
189,11,Matthew,MAHARASTRA,398.4,1646.89
190,7,Malena,UP,314.39,510.94
191,30,Delinda,MAHARASTRA,394.9,4025.3
192,1,Harriette,UP,408.22,796.14
193,6,Daphene,MAHARASTRA,417.82,4002.01
194,6,Denny,UK,489.84,702.24
195,3,Krissy,DELHI,475.32,646.62
196,27,Robers,RAJASTHAN,432.22,3667.38
197,25,Annadiane,TAMIL NADU,433.72,641.15
198,28,Aridatha,UP,389.59,2771.79
199,27,Clint,RAJASTHAN,450.08,1770.1
200,20,Doroteya,WB,348.86,1121.1
201,9,Lira,MAHARASTRA,322.3,4270.49
202,12,Karly,UP,491.47,4136.0
203,27,Lynnett,UP,425.65,1572.66
204,11,Othelia,MAHARASTRA,489.32,1692.68
205,16,Brenden,DELHI,447.65,4993.43
206,2,Joya,TAMIL NADU,304.26,2191.26
207,20,Tremayne,RAJASTHAN,440.3,4221.28
208,25,Goddart,RAJASTHAN,355.93,1810.55
209,13,Randi,DELHI,480.57,4822.78
210,19,Meriel,DELHI,456.39,1530.3
211,24,Kiel,MAHARASTRA,451.2,2937.07
212,18,Flossy,UP,381.32,3842.66
213,21,Minetta,DELHI,312.15,2077.23
214,10,Mortie,RAJASTHAN,368.44,3261.54
215,26,Virgina,MAHARASTRA,405.04,754.79
216,19,Tobey,UK,308.72,2496.21
217,4,Leona,MAHARASTRA,481.12,1537.35
218,28,Syman,TAMIL NADU,455.79,3557.63
219,11,Carlita,DELHI,351.4,3231.5
220,3,Engelbert,TAMIL NADU,489.53,4308.18
221,22,Riley,RAJASTHAN,322.52,4831.96
222,27,Kasey,WB,426.8,1115.89
223,28,Dayle,TAMIL NADU,318.38,3146.73
224,0,Shirley,DELHI,441.96,2257.13
225,5,Thorny,UK,380.32,4411.46
226,1,Estele,UP,343.37,1864.93
227,2,Marianna,TAMIL NADU,384.81,2283.19
228,15,Woodie,WB,479.91,4404.92
229,26,Reeta,UP,305.3,630.08
230,26,Benjie,RAJASTHAN,438.49,4409.6
231,6,Zachary,DELHI,351.26,2962.61
232,0,Sherie,UP,444.11,4356.76
233,30,Reinwald,RAJASTHAN,450.08,3556.56
234,22,Cirilo,MAHARASTRA,348.66,3199.39
235,0,Burl,UP,345.99,1365.91
236,13,Seana,RAJASTHAN,463.36,1553.36
237,6,Shela,WB,344.13,981.87
238,28,Audi,UP,478.51,4703.11
239,17,Carley,RAJASTHAN,397.4,2904.31
240,20,Nero,TAMIL NADU,462.62,2428.28
241,16,Sadella,UK,492.03,1717.7
242,9,Sandie,MAHARASTRA,363.8,3604.95
243,22,Hendrick,UP,373.2,1767.38
244,0,Thatch,UP,426.27,3297.86
245,8,Bernhard,MAHARASTRA,368.22,2319.19
246,19,Oralle,TAMIL NADU,488.41,2185.62
247,0,Blane,MAHARASTRA,390.57,2112.78
248,1,Izzy,TAMIL NADU,332.99,2870.71
249,10,Yul,MAHARASTRA,486.53,3439.61
250,20,Cyrillus,DELHI,348.97,2075.12
251,11,Malva,RAJASTHAN,494.59,2958.91
252,10,Elnora,UK,327.71,3142.45
253,20,Cherida,UP,344.58,571.21
254,24,Maggee,MAHARASTRA,499.04,1820.09
255,5,Marcy,RAJASTHAN,369.95,2113.85
256,23,Garry,UP,450.39,667.43
257,22,Ody,TAMIL NADU,463.79,3809.22
258,17,Sebastiano,UK,488.29,2783.87
259,23,Maritsa,UP,360.95,1661.44
260,23,Toinette,UP,436.59,1495.15
261,8,Whitney,WB,309.89,3204.69
262,14,Lucille,WB,480.24,1479.4
263,24,Ulrika,RAJASTHAN,363.21,2724.61
264,24,Stephine,TAMIL NADU,499.47,3909.56
265,6,Lyndell,UP,457.81,3356.06
266,20,Codie,MAHARASTRA,437.78,1352.16
267,28,Ynez,MAHARASTRA,372.67,3523.3
268,17,Cherilynn,WB,404.97,535.25
269,1,Torry,UP,313.6,4492.25
270,30,Kaitlynn,DELHI,378.25,4520.45
271,1,Shawn,UP,320.59,3646.69
272,28,Palm,MAHARASTRA,466.83,2839.37
273,19,Fidelio,WB,357.36,4626.34
274,1,Kimberli,WB,470.43,3619.56
275,25,Annelise,UK,344.37,4107.12
276,28,Chas,DELHI,391.94,3609.28
277,24,Massimo,WB,474.42,4574.49
278,6,Mil,RAJASTHAN,412.2,2545.11
279,17,Hermione,UP,329.27,2397.87
280,4,Milzie,MAHARASTRA,406.46,1182.67
281,28,Avery,DELHI,330.37,4127.23
282,14,Eziechiele,WB,379.39,1437.25
283,19,Ermin,DELHI,398.22,2649.08
284,19,Sherry,TAMIL NADU,385.62,2514.85
285,9,Natalee,MAHARASTRA,476.09,1238.34
286,12,Ned,RAJASTHAN,432.62,2133.25
287,17,Berna,TAMIL NADU,447.74,3888.06
288,11,Maegan,TAMIL NADU,463.09,4094.34
289,17,Baron,DELHI,472.98,3475.67
290,0,Cash,MAHARASTRA,312.51,515.97
291,21,Howie,WB,464.55,3258.1
292,10,Gianni,RAJASTHAN,466.62,3637.09
293,3,Lynnelle,WB,312.85,1636.23
294,6,Floria,UK,434.47,4382.27
295,0,Shandeigh,WB,456.1,2080.2
296,18,Pooh,RAJASTHAN,383.57,882.87
297,29,Irma,DELHI,412.1,956.96
298,22,Brander,UK,338.46,1770.99
299,26,Celinka,UK,458.23,1192.43
300,27,Karol,DELHI,382.38,974.69
301,28,Cortie,UK,444.35,1092.83
302,27,Bronny,WB,347.0,808.69
303,24,Kailey,DELHI,358.67,1832.88
304,10,Jason,DELHI,398.69,809.16
305,11,Jo ann,UP,421.31,4859.42
306,14,Staford,DELHI,313.0,1895.7
307,12,Marybeth,WB,304.96,3029.58
308,7,Demetre,WB,464.28,1991.75
309,11,Reta,UK,386.35,2904.34
310,27,Lydie,TAMIL NADU,429.69,2151.94
311,5,Conroy,DELHI,463.38,1981.61
312,6,Arnie,WB,333.49,2768.08
313,26,Eldon,UK,469.87,3093.31
314,11,Nollie,MAHARASTRA,325.48,4541.02
315,10,Tiertza,UP,365.43,3547.9
316,28,Gaylor,DELHI,339.22,3323.09
317,2,Valentia,TAMIL NADU,343.41,545.04
318,0,Hildagard,RAJASTHAN,352.68,2967.43
319,2,Vivianne,WB,408.21,3015.26
320,14,Rowney,MAHARASTRA,358.65,4368.54
321,17,Bil,RAJASTHAN,348.63,3530.54
322,4,Deane,UP,305.66,1456.67
323,11,Margarete,RAJASTHAN,465.72,3188.16
324,21,Gaven,RAJASTHAN,398.02,3493.83
325,29,Jessamyn,UP,316.64,3052.43
326,24,Heidi,WB,366.57,718.81
327,8,Toby,TAMIL NADU,492.11,2330.07
328,13,Eleonora,MAHARASTRA,482.05,3940.58
329,13,Kassia,TAMIL NADU,315.44,4398.98
330,0,Elsey,DELHI,408.06,3441.1
331,26,Beverlie,UK,446.19,3230.81
332,28,Suellen,RAJASTHAN,460.3,3452.22
333,1,Land,WB,429.83,2881.84
334,30,Elladine,RAJASTHAN,448.42,3879.99
335,30,Mimi,MAHARASTRA,322.78,1732.22
336,13,Gottfried,WB,427.84,3232.78
337,3,Nanni,TAMIL NADU,480.1,2272.85
338,17,Glynnis,UP,387.99,4759.44
339,7,Binky,RAJASTHAN,419.6,4541.68
340,13,Pia,UK,348.39,4946.8
341,12,Bryant,WB,327.04,4439.53
342,11,Baxy,MAHARASTRA,486.99,4734.48
343,17,Katleen,DELHI,310.14,2077.01
344,26,Naoma,WB,337.97,850.77
345,16,Trevar,UP,347.57,2084.07
346,25,Reeta,DELHI,428.88,4985.3
347,17,Otto,WB,406.95,3415.64
348,11,Jania,MAHARASTRA,425.28,3651.11
349,12,Jenica,WB,320.69,4081.64
350,0,Obadiah,UP,374.71,3629.29
351,14,Willy,UP,300.18,3016.52
352,8,Cyndy,WB,336.99,4038.12
353,25,Cosimo,DELHI,477.91,1083.91
354,15,Kenton,UP,469.81,692.8
355,4,Jacquenetta,DELHI,354.45,3023.72
356,9,Cristal,WB,499.4,3807.47
357,6,Adrienne,TAMIL NADU,401.4,2650.96
358,1,Antonella,DELHI,439.4,4427.96
359,30,Felipe,WB,491.45,944.77
360,29,Tonia,WB,356.0,3338.39
361,2,Loella,MAHARASTRA,355.12,676.61
362,16,Woodrow,UK,480.82,3930.85
363,23,Patricio,TAMIL NADU,468.04,4788.56
364,30,Fawnia,RAJASTHAN,445.64,3771.31
365,29,Jory,DELHI,460.88,3217.14
366,2,Sela,TAMIL NADU,398.65,946.88
367,9,Ranice,UK,470.92,3553.89
368,5,Kalli,TAMIL NADU,417.51,3354.42
369,7,My,MAHARASTRA,487.44,4070.0
370,28,Palm,MAHARASTRA,404.42,1295.74
371,1,Orelie,UK,444.55,4813.6
372,2,Judi,WB,387.96,1615.32
373,19,Antin,UP,309.45,2006.63
374,26,Burnard,UP,458.94,3872.34
375,19,Tommi,UK,316.71,1803.45
376,10,Theodoric,UK,371.34,2334.0
377,14,Dennet,UP,475.11,3743.91
378,23,Gideon,WB,388.6,1456.61
379,6,Rabbi,RAJASTHAN,471.06,4619.66
380,18,Elladine,MAHARASTRA,434.03,3965.82
381,8,Hillier,WB,350.74,4914.54
382,22,Courtney,WB,359.99,2206.18
383,7,Ingaborg,RAJASTHAN,497.12,4869.03
384,16,Cammie,UP,372.73,4129.59
385,30,Keenan,RAJASTHAN,329.78,3689.18
386,6,Barby,WB,444.12,1157.41
387,3,Gregorius,TAMIL NADU,398.98,2237.3
388,12,Charlotta,UK,392.08,2329.52
389,28,Pippy,UK,387.66,1835.71
390,17,Anjanette,TAMIL NADU,382.7,4569.6
391,5,Xena,WB,338.95,1870.66
392,19,Raoul,DELHI,400.27,4322.34
393,17,Isabel,UK,479.94,4609.6
394,12,Miller,DELHI,304.6,1384.27
395,24,Coral,TAMIL NADU,314.83,4080.69
396,11,Cart,UK,460.12,3259.43
397,13,Caty,TAMIL NADU,338.74,3633.18
398,15,Lanae,UP,315.42,996.68
399,18,Alexis,WB,474.42,2638.16
400,24,Jada,TAMIL NADU,477.67,2889.83
401,25,Judd,UP,350.0,2299.36
402,30,Ximenez,RAJASTHAN,440.7,4873.02
403,23,Billye,MAHARASTRA,334.67,4691.15
404,22,Kerrin,DELHI,392.06,2191.6
405,2,Leoine,UK,333.1,3718.1
406,28,Maisey,TAMIL NADU,384.83,1102.93
407,30,Tomi,DELHI,491.0,3625.96
408,16,Hermina,DELHI,468.59,1691.16
409,9,Mar,UP,372.55,4139.51
410,24,Anitra,WB,402.95,4621.92
411,30,Kyle,WB,435.47,2142.83
412,26,Karole,TAMIL NADU,362.66,3990.29
413,7,Paulo,TAMIL NADU,422.08,1871.75
414,12,Melisenda,MAHARASTRA,467.29,3447.53
415,7,Waldo,WB,419.74,3560.62
416,25,Jolee,TAMIL NADU,408.24,4967.27
417,27,Arabel,MAHARASTRA,499.7,4292.17
418,9,Conn,DELHI,489.62,2105.17
419,11,Rosalia,UK,387.92,3157.2
420,26,Pip,UK,377.5,1416.55
421,29,Sarene,UP,329.03,2655.18
422,28,Rachele,DELHI,475.32,2546.81
423,30,Missy,TAMIL NADU,331.05,4122.46
424,23,Alma,DELHI,330.51,2806.03
425,25,Lara,UK,362.51,4951.3
426,11,Rodrique,UK,494.66,1149.57
427,24,Temp,DELHI,401.63,3387.27
428,21,Trude,UK,493.17,2468.1
429,9,Aristotle,WB,448.44,4340.65
430,4,Baudoin,UP,483.01,819.88
431,21,Ranice,UP,315.35,582.28
432,22,Chicky,WB,491.41,1422.7
433,19,Leonard,DELHI,498.81,2049.03
434,6,Rebe,MAHARASTRA,495.44,809.93
435,3,Gilles,DELHI,415.81,1151.9
436,30,Sibylle,TAMIL NADU,395.04,4805.87
437,4,Gilbertine,MAHARASTRA,463.94,2687.65
438,21,Mandy,WB,422.5,3512.62
439,28,Gusta,DELHI,385.79,2592.07
440,9,Abdul,RAJASTHAN,354.46,1601.69
441,30,Durant,WB,333.37,3501.33
442,5,Yule,TAMIL NADU,381.12,1219.05
443,28,Carrie,WB,402.5,3922.19
444,27,Wendye,UK,301.41,611.37
445,13,Galina,MAHARASTRA,306.95,2336.95
446,28,Osbert,WB,300.81,2188.18
447,25,Rosalyn,UP,461.46,1851.46
448,5,Remus,UP,498.13,2962.8
449,30,Gerhardine,MAHARASTRA,425.66,2292.98
450,10,Theda,TAMIL NADU,334.19,4907.36
451,5,Booth,DELHI,380.89,3765.07
452,12,Ardenia,TAMIL NADU,353.45,3610.32
453,2,Saleem,MAHARASTRA,315.68,1764.77
454,8,Vincenz,TAMIL NADU,407.81,3523.47
455,14,Norri,MAHARASTRA,433.24,3369.2
456,12,Marylin,RAJASTHAN,376.2,3009.69
457,22,Hall,DELHI,429.42,641.38
458,27,Brita,UP,340.79,4440.41
459,27,Trudie,RAJASTHAN,316.21,4690.05
460,3,Dorena,WB,443.85,4066.45
461,14,Staci,UP,358.26,3959.74
462,25,Kahaleel,TAMIL NADU,412.19,3000.91
463,17,Eugenio,DELHI,380.71,868.44
464,26,Laurianne,UP,344.44,2336.92
465,10,Vernen,UK,386.65,4685.21
466,9,Linnie,UK,477.82,840.56
467,18,Jaymie,TAMIL NADU,410.69,646.05
468,15,Kimmi,WB,417.14,1968.16
469,3,Dwain,MAHARASTRA,481.25,1473.87
470,26,Elise,RAJASTHAN,448.56,696.75
471,29,Maximilien,RAJASTHAN,374.37,4752.15
472,1,Chandler,UP,498.6,3483.42
473,6,Meridel,WB,319.32,3023.21
474,2,Alic,TAMIL NADU,424.65,1898.29
475,5,Rodina,UP,349.87,1027.54
476,26,Gertrud,UP,399.18,1033.74
477,30,Tracy,UP,385.91,955.13
478,18,Hestia,MAHARASTRA,365.57,1715.14
479,20,Kristen,DELHI,326.27,1723.15
480,7,Ameline,MAHARASTRA,406.29,892.21
481,24,Tamas,WB,436.58,2935.7
482,5,Kahaleel,DELHI,392.29,3991.04
483,2,Karry,DELHI,380.88,4758.4
484,13,Vanya,TAMIL NADU,461.92,3577.92
485,22,Vern,UP,430.02,3109.4
486,5,Tyler,DELHI,452.1,2076.9
487,28,Dalli,TAMIL NADU,366.06,984.72
488,20,Reagan,TAMIL NADU,427.7,1326.56
489,19,Juli,WB,491.89,1807.04
490,12,Javier,TAMIL NADU,346.71,3422.23
491,11,Warde,UK,477.82,4633.57
492,13,Vincent,MAHARASTRA,462.95,990.81
493,5,Meggie,WB,325.63,863.12
494,22,Layla,TAMIL NADU,402.39,2670.07
495,12,Karylin,MAHARASTRA,361.1,1075.3
496,27,Harwell,TAMIL NADU,464.58,1772.31
497,20,Rachel,TAMIL NADU,446.71,3694.74
498,22,Barbabas,WB,442.58,2928.32
499,3,Silas,WB,307.35,1563.07
500,24,Corly,UK,483.93,613.76
501,12,Inga,WB,395.45,4227.91
502,15,Mercy,TAMIL NADU,379.12,1675.02
503,4,Seward,RAJASTHAN,307.28,2541.52
504,5,Claresta,WB,424.65,1306.85
505,1,Melitta,RAJASTHAN,407.11,3122.9
506,9,Kathy,DELHI,359.39,4632.14
507,25,Abner,DELHI,457.91,4126.99
508,1,Megan,TAMIL NADU,430.21,4678.3
509,19,Orbadiah,WB,399.7,3224.76
510,12,Padraic,UK,496.74,4783.14
511,1,Abeu,UK,300.99,3460.54
512,29,Claudelle,MAHARASTRA,367.88,4671.4
513,10,Alexina,DELHI,322.11,4582.05
514,14,Kora,WB,497.63,4984.19
515,3,Valerye,MAHARASTRA,455.2,1042.14
516,27,Aland,UK,494.33,3350.01
517,8,Suki,UK,382.96,4703.19
518,15,Michele,WB,314.33,2786.17
519,5,Cecilia,TAMIL NADU,496.44,2150.79
520,12,Binky,UK,400.59,3954.99
521,6,Darbie,DELHI,389.9,4350.39
522,15,Jud,RAJASTHAN,358.76,1173.48
523,5,Piper,UP,335.34,683.0
524,1,Rossie,RAJASTHAN,405.75,1800.38
525,6,Adena,TAMIL NADU,318.66,4872.12
526,26,Elysha,TAMIL NADU,421.47,4403.44
527,12,Gunner,DELHI,440.44,4979.67
528,7,Wylma,DELHI,457.49,3950.98
529,15,Leshia,RAJASTHAN,490.52,963.26
530,6,Lise,UK,324.25,2802.18
531,26,Laurie,MAHARASTRA,413.88,1925.91
532,24,Roley,RAJASTHAN,405.32,3086.03
533,21,Freddie,MAHARASTRA,347.32,4214.74
534,9,Dory,DELHI,360.6,1486.54
535,10,Sterne,MAHARASTRA,477.44,3909.86
536,6,Judd,RAJASTHAN,364.8,2872.16
537,24,Lincoln,WB,488.2,953.55
538,22,Juliane,DELHI,331.91,2547.02
539,4,Janella,DELHI,391.59,2537.63
540,3,Farrah,TAMIL NADU,321.75,4382.88
541,18,Adriana,UK,460.81,3196.77
542,16,Lissy,DELHI,480.28,1775.19
543,5,Port,DELHI,488.92,3341.58
544,23,Cornelius,TAMIL NADU,411.6,3468.17
545,17,Donny,UK,457.27,695.41
546,13,Bastian,WB,330.26,2682.04
547,5,Vaclav,UK,402.95,4158.21
548,16,Hebert,MAHARASTRA,430.31,2792.61
549,12,Adara,TAMIL NADU,428.43,528.09
550,13,Hynda,RAJASTHAN,454.76,3109.21
551,19,Merrilee,RAJASTHAN,340.73,1199.25
552,12,Bessie,TAMIL NADU,303.65,3103.18
553,7,Randa,DELHI,361.37,3929.24
554,30,Frayda,UP,368.59,3965.3
555,11,Godiva,MAHARASTRA,310.19,2606.25
556,17,Annice,DELHI,490.94,3453.57
557,17,Enrichetta,MAHARASTRA,453.19,785.38
558,5,Indira,RAJASTHAN,367.16,3866.85
559,10,Portia,UK,438.35,2800.68
560,15,Cammy,DELHI,458.36,2556.16
561,14,Brigg,RAJASTHAN,342.52,3082.54
562,23,Arly,UP,473.81,1230.73
563,21,Dorey,TAMIL NADU,486.26,3987.33
564,19,Reeta,UP,376.29,798.06
565,6,Waly,WB,400.02,4576.79
566,18,Vikky,DELHI,411.41,1125.8
567,26,Northrop,DELHI,492.3,2771.49
568,14,Coleen,MAHARASTRA,316.93,1080.98
569,26,Sonnnie,DELHI,486.62,3830.94
570,29,Ermina,MAHARASTRA,344.39,2027.62
571,4,Alexandre,UK,345.27,833.81
572,3,Shanda,TAMIL NADU,431.97,2707.23
573,21,Evelyn,UK,465.29,4406.93
574,18,Milicent,RAJASTHAN,431.41,4870.49
575,15,Ninette,MAHARASTRA,422.9,1832.21
576,27,Gae,DELHI,376.74,855.12
577,1,Hana,DELHI,380.3,3719.37
578,10,Matteo,UK,356.0,2268.56
579,20,Merralee,UP,452.51,1343.84
580,7,Marji,UP,380.01,2020.14
581,15,Miner,TAMIL NADU,499.0,815.74
582,3,Ashla,UP,432.05,3619.7
583,11,Cosme,MAHARASTRA,439.2,3857.78
584,11,Jamie,MAHARASTRA,413.55,3754.69
585,2,Elga,RAJASTHAN,374.58,3642.63
586,23,Odessa,DELHI,456.97,4974.95
587,12,Shell,UK,437.97,731.71
588,13,Willamina,RAJASTHAN,398.93,2285.01
589,30,Galvan,TAMIL NADU,404.39,1699.99
590,24,Leanora,UP,408.31,4551.39
591,19,Gery,RAJASTHAN,355.0,561.97
